@relation input2000

@attribute x numeric
@attribute y numeric
@attribute z numeric
@attribute class {walking,standing,jogging,sitting}

@data
0.19068,-10.106,1.2939,standing
0.20431,-10.147,1.3757,standing
0.28603,-10.079,1.2122,standing
0.24517,-10.065,1.185,standing
0.29965,-10.052,1.1713,standing
0.24517,-10.12,1.3348,standing
0.25879,-10.093,1.3212,standing
0.21793,-10.052,1.3484,standing
0.19068,-10.079,1.2531,standing
0.19068,-10.12,1.2803,standing
0.20431,-10.052,1.2939,standing
0.14982,-10.079,1.2531,standing
0.095342,-10.079,1.3076,standing
0.095342,-10.065,1.3348,standing
0.095342,-10.147,1.2258,standing
0.12258,-10.12,1.2939,standing
0.040861,-10.093,1.2939,standing
0.027241,-10.147,1.3212,standing
0.12258,-10.147,1.2122,standing
0.21793,-10.106,1.2122,standing
0.21793,-10.093,1.2122,standing
0.14982,-10.052,1.185,standing
0.17706,-10.106,1.1986,standing
0.19068,-10.052,1.3212,standing
0.23155,-10.134,1.2531,standing
0.21793,-10.134,1.3212,standing
0.28603,-10.12,1.3484,standing
0.29965,-10.12,1.3484,standing
0.31327,-10.093,1.3076,standing
0.24517,-10.106,1.2667,standing
0.24517,-10.12,1.3212,standing
0.35413,-10.106,1.2939,standing
0.35413,-10.079,1.3348,standing
0.35413,-10.134,1.3212,standing
0.34051,-10.079,1.2667,standing
0.28603,-10.12,1.3212,standing
0.32689,-10.12,1.2531,standing
0.38137,-10.12,1.2258,standing
0.40861,-10.106,1.2122,standing
0.42223,-10.12,1.2258,standing
0.43585,-10.106,1.1032,standing
0.54481,-10.093,1.1577,standing
0.53119,-10.12,1.1441,standing
0.62654,-10.12,1.1169,standing
0.61292,-10.134,1.1713,standing
0.69464,-10.106,1.0896,standing
0.6674,-10.147,1.0624,standing
0.77636,-10.174,1.0215,standing
0.89894,-10.161,0.96704,standing
0.99429,-10.093,0.92618,standing
1.1577,-10.188,0.8717,standing
1.2803,-10.147,0.8717,standing
1.4438,-10.12,0.7355,standing
1.7025,-10.038,0.5993,standing
1.6344,-10.065,0.55843,standing
1.6617,-10.161,0.44947,standing
1.6753,-10.501,0.50395,standing
1.5936,-10.637,0.081722,standing
1.2803,-10.542,-0.27241,standing
1.076,-10.433,-0.21793,standing
1.185,-10.447,0.095342,standing
1.4165,-10.406,0.38137,standing
2.0567,-10.134,0.27241,standing
2.4108,-10.093,0.17706,standing
2.5198,-10.011,0.068102,standing
2.3427,-9.9292,0.040861,standing
2.2882,-9.8339,-0.027241,standing
2.3427,-9.7385,-0.12258,standing
2.3291,-9.6841,-0.34051,standing
2.2474,-9.6977,-0.39499,standing
2.1793,-9.6977,-0.42223,standing
2.1793,-9.6977,-0.42223,standing
2.0567,-9.902,-0.47671,standing
1.8251,-10.025,-0.6674,standing
1.8932,-9.8066,-0.7355,standing
1.9613,-9.7658,-0.47671,standing
2.1929,-9.8339,-0.21793,standing
2.1793,-9.7658,-0.19068,standing
2.152,-9.7658,-0.21793,standing
2.1248,-9.6841,-0.28603,standing
2.0567,-9.616,-0.31327,standing
2.1112,-9.7385,-0.21793,standing
2.0839,-10.038,-0.1362,standing
2.0703,-10.106,-0.068102,standing
2.1384,-9.9973,-0.054481,standing
2.0975,-9.9837,0.068102,standing
1.9477,-9.9292,0.25879,standing
1.8796,-9.9565,0.25879,standing
1.9341,-9.9429,0.44947,standing
1.866,-10.215,0.58567,standing
1.9068,-10.406,0.64016,standing
1.757,-10.27,0.64016,standing
1.7843,-10.488,0.61292,standing
1.9205,-10.992,0.53119,standing
2.5742,-11.237,0.40861,standing
2.4789,-10.992,0.46309,standing
2.1929,-10.529,0.40861,standing
1.3484,-9.902,0.40861,standing
1.1032,-9.9973,0.58567,standing
0.89894,-10.188,1.0079,standing
0.61292,-10.052,1.866,standing
-0.25879,-9.8748,2.0294,standing
-0.28603,-9.7249,-0.39499,standing
0.8036,-9.3844,-0.38137,standing
1.58,-9.4661,0.83084,standing
1.3212,-9.7385,0.65378,standing
-0.38137,-10.311,0.49033,standing
-0.64016,-10.379,0.68102,standing
0.35413,-10.025,0.65378,standing
0.64016,-9.8748,0.64016,standing
0.83084,-10.038,0.44947,standing
0.8036,-10.42,0.42223,standing
0.77636,-10.243,0.47671,standing
0.32689,-10.093,0.24517,standing
-1.2667,-10.12,0.54481,standing
-1.4301,-10.256,0.83084,standing
-1.076,-10.365,0.95342,standing
-0.42223,-10.188,1.471,standing
-0.31327,-10.188,1.6344,standing
-0.21793,-10.283,1.5391,standing
-0.19068,-10.106,1.3212,standing
0.01362,-10.161,1.185,standing
0.1362,-10.202,1.0488,standing
0.20431,-10.093,0.81722,standing
0.14982,-9.8748,0.6674,standing
0.10896,-10.065,0.53119,standing
0.054481,-10.12,0.70826,standing
-0.25879,-10.011,0.74912,standing
-0.39499,-10.011,0.89894,standing
-0.24517,-10.188,1.0215,standing
-0.24517,-10.011,0.96704,standing
0.040861,-9.8884,0.92618,standing
0.24517,-10.093,0.89894,standing
0.24517,-9.8611,1.0624,standing
0.095342,-9.7658,1.0215,standing
-0.081722,-10.215,1.0488,standing
-0.14982,-10.161,1.1169,standing
-0.21793,-10.161,1.2531,standing
-0.10896,-10.202,1.3076,standing
0.054481,-10.256,1.2803,standing
0.054481,-10.351,1.3212,standing
-0.62654,-10.46,1.5119,standing
-1.185,-10.147,1.9341,standing
-1.1032,-9.8884,2.152,standing
-0.40861,-9.5479,2.5334,standing
-0.054481,-9.7385,2.4517,standing
-0.054481,-9.8203,1.8932,standing
0.01362,-9.902,1.7298,standing
0.054481,-10.147,1.471,standing
0.095342,-10.311,1.0624,standing
-0.095342,-10.27,0.96704,standing
-0.054481,-10.256,0.96704,standing
-0.040861,-10.243,1.0896,standing
-0.24517,-10.093,1.5391,standing
-0.34051,-9.9429,1.7843,standing
-0.35413,-9.6977,1.9477,standing
-0.19068,-9.9156,2.0158,standing
-0.12258,-10.052,1.9886,standing
-0.24517,-10.12,1.7025,standing
-0.12258,-10.065,1.8932,standing
-0.054481,-10.079,1.9341,standing
0.081722,-10.025,1.8796,standing
0.054481,-10.052,1.9205,standing
0.054481,-9.9973,2.1248,standing
0.095342,-9.8884,2.2065,standing
0.14982,-9.8748,2.2201,standing
0.42223,-9.9292,2.1384,standing
0.38137,-9.9565,2.2474,standing
0.19068,-10.011,2.0431,standing
0.12258,-10.025,2.0567,standing
-0.068102,-10.161,1.975,standing
-0.027241,-10.134,1.9613,standing
0.1362,-10.147,1.7298,standing
0.28603,-9.9701,1.6889,standing
0.28603,-9.9565,1.8115,standing
0.31327,-10.052,1.757,standing
0.31327,-10.134,1.9205,standing
0.35413,-10.038,1.8796,standing
0.28603,-10.079,1.866,standing
0.21793,-10.052,1.7706,standing
0.38137,-10.12,1.8115,standing
0.47671,-10.079,1.6889,standing
0.38137,-10.025,1.7706,standing
0.24517,-9.9973,1.8524,standing
0.1362,-10.065,1.7298,standing
0.054481,-10.12,1.58,standing
0.24517,-10.093,1.4982,standing
0.19068,-10.065,1.471,standing
0.21793,-10.12,1.5391,standing
0.24517,-10.161,1.5391,standing
0.25879,-10.093,1.6072,standing
0.24517,-10.052,1.58,standing
0.23155,-10.106,1.6344,standing
0.20431,-10.025,1.6072,standing
0.35413,-10.12,1.6208,standing
0.35413,-10.025,1.6072,standing
0.28603,-9.9565,1.6344,standing
0.28603,-10.12,1.6072,standing
0.28603,-10.12,1.5663,standing
0.28603,-10.038,1.5119,standing
0.27241,-10.093,1.4301,standing
0.25879,-10.079,1.4982,standing
0.23155,-10.025,1.5119,standing
0.17706,-9.9837,1.5391,standing
0.16344,-10.052,1.5663,standing
0.17706,-10.12,1.5391,standing
0.25879,-10.106,1.471,standing
0.27241,-10.093,1.4301,standing
0.24517,-10.038,1.4438,standing
0.23155,-10.052,1.2803,standing
0.16344,-10.093,1.4029,standing
0.19068,-10.079,1.3484,standing
0.20431,-10.093,1.3893,standing
0.24517,-10.025,1.3757,standing
0.24517,-10.038,1.3484,standing
0.24517,-10.052,1.4029,standing
0.28603,-10.093,1.4165,standing
0.25879,-10.038,1.5663,standing
0.25879,-10.065,1.4574,standing
0.27241,-10.065,1.4846,standing
0.23155,-10.12,1.3757,standing
0.21793,-10.12,1.3893,standing
0.17706,-10.052,1.3484,standing
0.14982,-10.065,1.3348,standing
0.14982,-10.065,1.3348,standing
0.14982,-10.065,1.3348,standing
0.19068,-10.106,1.3893,standing
0.20431,-10.052,1.4029,standing
0.19068,-10.079,1.362,standing
0.19068,-10.093,1.3893,standing
0.24517,-10.134,1.3212,standing
0.28603,-10.093,1.2803,standing
0.28603,-10.093,1.3348,standing
0.29965,-10.147,1.2395,standing
0.24517,-10.12,1.3348,standing
0.24517,-10.093,1.3212,standing
0.24517,-10.12,1.3348,standing
0.28603,-10.12,1.3212,standing
0.21793,-10.052,1.362,standing
0.21793,-10.065,1.3484,standing
0.23155,-10.065,1.3212,standing
0.28603,-10.093,1.2939,standing
0.28603,-10.065,1.3484,standing
0.27241,-10.038,1.4301,standing
0.21793,-10.052,1.4165,standing
0.20431,-10.038,1.4301,standing
0.19068,-10.052,1.4982,standing
0.39499,-10.052,1.6072,standing
0.42223,-10.025,1.5255,standing
0.38137,-10.052,1.5119,standing
0.32689,-10.079,1.5391,standing
0.25879,-10.079,1.5936,standing
0.32689,-10.038,1.5391,standing
0.44947,-10.093,1.471,standing
0.38137,-10.147,1.4165,standing
0.31327,-10.147,1.4165,standing
0.34051,-10.12,1.5119,standing
0.24517,-10.12,1.4029,standing
0.24517,-10.093,1.471,standing
0.24517,-10.065,1.471,standing
0.20431,-10.106,1.5119,standing
0.27241,-10.079,1.471,standing
0.28603,-10.065,1.4846,standing
0.28603,-10.079,1.4438,standing
0.23155,-10.052,1.4165,standing
0.24517,-10.079,1.4438,standing
0.27241,-10.052,1.5391,standing
0.31327,-10.065,1.5255,standing
0.23155,-10.079,1.5255,standing
0.19068,-10.052,1.5119,standing
0.19068,-10.093,1.5527,standing
0.21793,-10.12,1.4438,standing
0.25879,-10.079,1.4574,standing
0.21793,-10.093,1.5255,standing
0.19068,-10.093,1.5391,standing
0.17706,-10.052,1.471,standing
0.19068,-10.093,1.4301,standing
0.19068,-10.106,1.5255,standing
0.25879,-10.065,1.58,standing
0.27241,-10.052,1.5527,standing
0.20431,-10.025,1.471,standing
0.17706,-10.052,1.4438,standing
0.19068,-10.134,1.5391,standing
0.19068,-10.079,1.5119,standing
0.19068,-10.093,1.5391,standing
0.20431,-10.052,1.5391,standing
0.16344,-10.12,1.4438,standing
0.16344,-10.079,1.5119,standing
0.20431,-10.093,1.5391,standing
0.17706,-10.052,1.4846,standing
0.17706,-10.025,1.5119,standing
0.19068,-10.038,1.471,standing
0.12258,-10.052,1.5527,standing
0.14982,-10.052,1.4982,standing
0.21793,-10.011,1.5119,standing
0.24517,-10.093,1.4165,standing
0.24517,-10.079,1.4574,standing
0.20431,-10.038,1.471,standing
0.16344,-10.052,1.5663,standing
0.25879,-10.079,1.5119,standing
0.36775,-10.093,1.5119,standing
0.34051,-10.079,1.471,standing
0.29965,-10.065,1.4165,standing
0.34051,-10.093,1.5119,standing
0.34051,-10.106,1.4438,standing
0.35413,-10.093,1.4982,standing
0.31327,-10.065,1.5119,standing
0.36775,-10.052,1.4438,standing
0.40861,-10.079,1.4982,standing
0.40861,-10.093,1.4165,standing
0.36775,-10.147,1.4029,standing
0.39499,-10.12,1.4301,standing
0.35413,-10.065,1.3757,standing
0.35413,-10.052,1.471,standing
0.34051,-10.011,1.6344,standing
0.25879,-10.038,1.6072,standing
0.28603,-10.052,1.6208,standing
0.40861,-10.093,1.5119,standing
0.49033,-10.079,1.3757,standing
0.38137,-10.052,1.362,standing
0.25879,-10.093,1.4301,standing
0.27241,-10.079,1.4165,standing
0.29965,-10.093,1.3893,standing
0.24517,-10.106,1.4029,standing
0.31327,-10.079,1.471,standing
0.32689,-10.12,1.58,standing
0.31327,-10.079,1.4438,standing
0.31327,-10.038,1.4301,standing
0.24517,-10.12,1.4165,standing
0.24517,-10.12,1.3893,standing
0.28603,-10.106,1.4165,standing
0.25879,-10.065,1.4301,standing
0.27241,-10.079,1.4165,standing
0.29965,-10.106,1.3484,standing
0.31327,-10.106,1.2803,standing
0.25879,-10.106,1.4165,standing
0.21793,-10.093,1.4029,standing
0.25879,-10.093,1.471,standing
0.21793,-10.079,1.4165,standing
0.21793,-10.079,1.3076,standing
0.24517,-10.079,1.4438,standing
0.21793,-10.079,1.4301,standing
0.23155,-10.12,1.4574,standing
0.21793,-10.106,1.3893,standing
0.21793,-10.093,1.4438,standing
0.14982,-10.065,1.471,standing
0.24517,-10.079,1.471,standing
0.23155,-10.12,1.3893,standing
0.21793,-10.093,1.3893,standing
0.21793,-10.12,1.3212,standing
0.23155,-10.093,1.471,standing
0.16344,-10.079,1.3757,standing
0.21793,-10.052,1.4165,standing
0.25879,-10.079,1.3757,standing
0.31327,-10.106,1.3893,standing
0.28603,-10.093,1.3484,standing
0.25879,-10.12,1.362,standing
0.32689,-10.093,1.471,standing
0.28603,-10.025,1.58,standing
0.32689,-10.052,1.4165,standing
0.35413,-10.052,1.1169,standing
0.27241,-10.079,1.3348,standing
0.46309,-10.093,1.3212,standing
0.43585,-10.161,1.1577,standing
0.29965,-10.12,1.2258,standing
0.17706,-9.9973,1.3348,standing
0.16344,-9.9429,1.5663,standing
-2.5334,-19.327,5.598,jogging
-12.245,-19.6,-1.2395,jogging
-10.025,-19.6,-4.6445,jogging
7.246,-19.6,-10.869,jogging
14.574,-19.6,-12.667,jogging
16.535,-10.992,-10.61,jogging
1.3484,3.3506,-3.9908,jogging
-5.1894,3.7047,0.35413,jogging
-5.1213,3.0646,-1.5936,jogging
0.095342,-0.44947,-2.3155,jogging
0.095342,0.14982,-3.6639,jogging
1.0896,0.85808,-4.0316,jogging
-1.2258,-1.0896,-7.8181,jogging
-1.471,-2.2201,-5.0531,jogging
-0.99429,-2.3427,-2.2746,jogging
1.1305,-13.157,-5.094,jogging
2.1248,-19.191,-4.2495,jogging
4.127,-19.504,-4.413,jogging
8.3901,-19.6,-9.4798,jogging
1.5119,-19.6,-8.1858,jogging
-6.5241,-19.6,2.5198,jogging
-7.3822,-16.44,5.0668,jogging
-7.3686,-10.815,6.3335,jogging
-3.4732,3.514,9.0848,jogging
-1.0215,9.0848,9.3844,jogging
-4.0589,9.4117,9.0575,jogging
-6.6195,7.4095,8.8532,jogging
-0.8036,3.8409,6.3471,jogging
2.261,3.7456,2.8603,jogging
4.7535,1.7298,-0.64016,jogging
8.9622,-6.2517,-2.6423,jogging
10.161,-17.243,-9.1256,jogging
2.3836,-9.9429,-6.7693,jogging
-9.0712,-5.9112,3.9227,jogging
6.6876,-14.451,-5.7342,jogging
-1.9341,-7.9407,12.858,jogging
-2.2474,-11.605,15.8,jogging
-2.8603,-14.043,12.217,jogging
-1.6072,-19.327,8.7306,jogging
-12.544,-19.572,-0.96704,jogging
-11.387,-19.6,-10.12,jogging
2.9148,-19.6,-11.305,jogging
10.855,-19.6,-12.286,jogging
14.111,-11.972,-9.9837,jogging
2.2882,4.0316,-7.2324,jogging
-3.7047,3.8273,-2.3427,jogging
-4.0997,2.0158,-2.6015,jogging
-1.5663,-0.50395,-5.2302,jogging
-0.20431,0.70826,-4.3585,jogging
0.78998,1.6753,-2.0158,jogging
-0.85808,-0.96704,-4.1406,jogging
-0.6674,-1.5119,-0.70826,jogging
0.040861,-1.58,0.76274,jogging
3.7456,-14.124,-4.304,jogging
2.7377,-18.238,-4.1542,jogging
5.4481,-19.518,-5.1485,jogging
9.8066,-19.6,-9.0303,jogging
4.0316,-19.6,-5.9385,jogging
-6.8919,-19.6,-2.1112,jogging
-9.9156,-19.6,2.0839,jogging
-8.8124,-8.1995,5.7342,jogging
0.6674,3.1054,6.7966,jogging
0.85808,8.7987,8.1995,jogging
-1.8524,8.5672,8.826,jogging
-3.8954,7.2869,8.1722,jogging
-0.76274,2.9965,5.8976,jogging
2.8058,0.81722,1.1441,jogging
4.5083,1.7298,-1.9341,jogging
8.5127,-9.3163,-6.6059,jogging
7.3822,-17.815,-11.891,jogging
1.9205,-15.936,-16.235,jogging
-10.256,-9.6296,10.951,jogging
4.4402,-9.0031,6.4969,jogging
1.8524,-7.9407,-2.5879,jogging
0.29965,-13.838,13.076,jogging
-1.185,-17.965,11.85,jogging
-1.7706,-19.395,9.5751,jogging
-15.445,-19.6,-10.719,jogging
-9.3299,-19.6,-9.8339,jogging
6.7285,-19.6,-9.9701,jogging
13.457,-19.6,-9.3163,jogging
18.851,-10.869,-9.7794,jogging
10.12,-0.43585,-9.6432,jogging
-5.5571,3.3234,-1.9613,jogging
-4.7671,1.5663,-5.0123,jogging
-3.1599,-0.31327,-5.2575,jogging
1.1577,0.89894,-3.3915,jogging
2.0022,1.2531,-2.6968,jogging
-1.2531,0.23155,-4.6445,jogging
-1.8524,-0.99429,0.28603,jogging
1.2803,-2.2882,-1.185,jogging
2.8058,-4.1542,-3.4459,jogging
2.3972,-19.355,-3.7592,jogging
5.8704,-19.545,-3.8546,jogging
8.9758,-19.6,-6.8647,jogging
-4.9306,-19.6,-7.0962,jogging
-9.5887,-19.6,-1.6481,jogging
-11.21,-19.6,2.5061,jogging
-6.3743,-7.6819,6.8919,jogging
1.5527,4.8625,7.0962,jogging
3.0237,6.8102,6.4833,jogging
-3.5413,7.9679,9.3844,jogging
-5.2166,5.9657,9.2346,jogging
-1.4574,5.2166,6.4969,jogging
2.1793,3.2416,2.9965,jogging
3.1054,2.4244,-0.57205,jogging
4.2087,1.4846,-1.4301,jogging
11.673,-18.074,-11.509,jogging
3.1599,-17.012,-14.152,jogging
-14.015,2.3427,9.0984,jogging
9.221,-17.42,-11.564,jogging
-1.1305,-17.053,6.3062,jogging
-2.3018,-10.188,17.557,jogging
-2.2337,-12.054,11.904,jogging
-2.0294,-18.142,10.583,jogging
-9.9429,-19.504,4.8761,jogging
-12.476,-19.586,-15.078,jogging
2.6423,-19.6,-8.8124,jogging
8.4038,-19.6,-10.787,jogging
18.224,-12.776,-11.727,jogging
-0.040861,3.2416,-7.1507,jogging
-6.6059,4.127,-2.152,jogging
-5.9657,2.8058,-2.1248,jogging
-3.0237,-0.17706,-2.6423,jogging
-0.7355,0.54481,-3.1327,jogging
0.19068,1.1986,-3.4596,jogging
-0.61292,-1.7025,-4.522,jogging
-0.027241,-2.8603,-5.2847,jogging
2.7922,-2.9692,-1.1441,jogging
1.7434,-11.795,-4.0861,jogging
-1.757,-19.123,-4.3449,jogging
-0.31327,-19.477,-2.9829,jogging
9.112,-19.6,-4.8352,jogging
8.7987,-19.6,-3.8818,jogging
-11.536,-19.6,0.77636,jogging
-10.61,-19.109,2.8058,jogging
-10.297,-9.4117,7.355,jogging
2.2474,5.7205,7.6955,jogging
-0.8036,8.9894,8.717,jogging
-3.0646,7.5457,9.8475,jogging
-3.8137,6.8374,9.6023,jogging
-1.2395,5.0804,7.1234,jogging
2.8739,3.4732,2.3427,jogging
3.8682,3.4732,0.49033,jogging
6.565,-5.2983,-2.6968,jogging
6.9055,-12.803,-7.7091,jogging
5.0531,-19.177,-17.884,jogging
-9.6023,-9.8339,10.774,jogging
1.362,-15.391,8.8805,jogging
-2.547,-18.66,-1.7298,jogging
-0.68102,-11.605,14.261,jogging
-0.16344,-13.076,10.42,jogging
1.0624,-17.094,8.6217,jogging
-4.7399,-19.45,5.2847,jogging
-9.2618,-19.6,-8.1858,jogging
-2.3155,-19.6,-10.951,jogging
6.6467,-19.6,-10.529,jogging
13.784,-10.992,-9.6704,jogging
7.9951,-1.4165,-10.297,jogging
-1.9341,2.6696,-4.7944,jogging
-3.9227,1.1032,-1.7298,jogging
-1.3757,-0.57205,-4.9578,jogging
0.53119,0.17706,-3.8273,jogging
3.0918,1.2803,-2.4925,jogging
2.3155,0.44947,-5.5707,jogging
-1.6344,-1.6617,-4.1406,jogging
-1.471,-2.0294,0.47671,jogging
0.58567,-8.1177,-2.9148,jogging
3.337,-19.409,-1.3484,jogging
7.5593,-19.572,-2.2882,jogging
12.572,-19.6,-4.2904,jogging
9.902,-19.6,-8.145,jogging
-10.733,-19.6,-1.362,jogging
-8.7034,-19.6,2.3972,jogging
-2.9011,-11.387,5.5571,jogging
-2.6015,-2.6696,7.2733,jogging
3.4187,3.4868,5.6933,jogging
-1.4029,9.7249,7.2869,jogging
-6.1564,8.9894,7.0281,jogging
-5.6252,7.5457,6.9872,jogging
-0.068102,2.2065,2.6015,jogging
2.2474,2.4108,-1.2803,jogging
6.1973,0.027241,-3.3506,jogging
10.283,-16.358,-9.5751,jogging
6.3471,-19.191,-12.435,jogging
4.1951,-12.667,-10.787,jogging
-3.8273,-11.387,13.184,jogging
2.261,-9.4798,3.2689,jogging
-1.1986,-4.018,8.9077,jogging
-1.185,-16.985,14.342,jogging
-1.362,-19.273,12.735,jogging
-2.0294,-19.518,11.087,jogging
-5.4754,-19.6,-9.0984,jogging
-5.4754,-19.6,-9.0984,jogging
2.9284,-19.6,-10.338,jogging
16.93,-16.971,-8.4991,jogging
19.082,-5.5299,-8.2812,jogging
-2.5742,4.2359,-4.1814,jogging
-4.3858,3.2553,-2.2474,jogging
-3.8001,1.2258,-4.9987,jogging
-1.7843,-0.31327,-5.8567,jogging
-0.21793,0.89894,-4.0316,jogging
-0.27241,2.0703,1.2395,jogging
0.027241,2.0703,-2.2474,jogging
0.85808,-1.3893,-0.19068,jogging
1.2939,-1.9205,-2.3155,jogging
4.2632,-18.279,-4.5764,jogging
2.942,-19.273,-4.9578,jogging
5.5162,-19.572,-7.8317,jogging
1.2122,-19.6,-7.2188,jogging
-7.9407,-19.6,-1.2803,jogging
-11.169,-19.6,2.1929,jogging
-7.355,-12.503,6.0066,jogging
-2.6423,-12.503,8.3629,jogging
3.5004,5.094,7.3141,jogging
-0.72188,8.4719,8.7715,jogging
-1.7162,8.6081,9.2891,jogging
-3.8682,7.5048,10.215,jogging
0.8036,2.6968,4.2768,jogging
3.4596,1.58,-0.64016,jogging
4.8897,0.99429,-3.6094,jogging
12.013,-14.192,-10.774,jogging
7.5593,-17.706,-15.282,jogging
-12.163,-1.9205,0.50395,jogging
-8.2131,-14.982,-13.28,jogging
0.95342,-13.757,14.029,jogging
2.3836,-9.9973,11.577,jogging
-0.081722,-13.484,10.283,jogging
0.31327,-18.524,9.7249,jogging
-6.2517,-19.572,5.0123,jogging
-14.342,-19.6,-4.6037,jogging
-9.4525,-19.6,-9.6977,jogging
9.221,-19.6,-16.699,jogging
7.5729,-16.808,-14.015,jogging
12.027,-2.9011,-6.4424,jogging
-3.0237,4.5901,-1.8115,jogging
-4.2904,2.1929,-2.5061,jogging
-3.6503,1.1169,-3.2008,jogging
-2.3699,0.027241,-4.4811,jogging
-0.50395,1.1577,-4.127,jogging
0.095342,1.6208,-3.8001,jogging
-0.57205,-2.0022,-1.6753,jogging
-0.21793,-1.8251,-1.6753,jogging
0.50395,-2.0431,-1.5255,jogging
7.75,-18.197,-2.6968,jogging
9.8611,-19.423,-4.6854,jogging
14.669,-19.572,-5.0395,jogging
-1.5119,-19.6,-8.6762,jogging
-9.6023,-19.6,-6.6331,jogging
-8.9894,-19.6,-0.81722,jogging
-4.0452,-11.319,3.3778,jogging
-2.2201,-1.0624,6.1836,jogging
1.6481,4.2495,5.5707,jogging
-1.866,7.355,7.6683,jogging
-3.8001,7.6274,8.2131,jogging
-3.732,6.4424,7.2324,jogging
-2.833,5.2166,7.2324,jogging
2.6287,2.6423,0.054481,jogging
3.2553,2.2746,-1.7298,jogging
5.5707,-3.7865,-3.0782,jogging
6.7421,-18.646,-14.438,jogging
3.1191,-10.706,-7.464,jogging
-7.0009,-14.233,7.6138,jogging
-3.0373,-3.0918,-2.1793,jogging
-2.6151,-1.2803,6.6331,jogging
0.095342,-17.434,14.356,jogging
-0.027241,-19.327,10.093,jogging
-3.7592,-19.586,4.1951,jogging
-10.692,-19.6,0.17706,jogging
-8.0905,-19.6,-10.801,jogging
-1.0896,-19.6,-9.6568,jogging
15.527,-19.6,-10.842,jogging
15.228,-4.413,-12.19,jogging
-0.70826,1.2803,-5.7614,jogging
-6.5105,4.6445,-2.3972,jogging
-2.9692,1.3484,-1.7162,jogging
-1.8387,-0.040861,-1.9613,jogging
-1.3893,0.027241,-3.6775,jogging
-0.040861,0.25879,-2.3427,jogging
-0.095342,-1.2939,-3.8682,jogging
3.2416,-2.7241,-1.7843,jogging
4.1133,-3.8137,-1.471,jogging
3.6775,-14.737,-3.5822,jogging
2.8875,-19.532,-3.4459,jogging
6.6059,-19.6,-5.775,jogging
6.9328,-19.6,-8.1177,jogging
-7.5048,-19.6,-1.3757,jogging
-7.2733,-19.6,3.1872,jogging
-10.311,-15.745,6.4833,jogging
-3.3506,4.0316,9.0575,jogging
1.3212,7.2324,8.4582,jogging
-1.3484,8.2403,9.1529,jogging
-3.3915,7.3277,10.338,jogging
-5.0531,7.2052,9.8611,jogging
-1.7025,5.1213,6.7693,jogging
2.4517,3.3915,1.9613,jogging
7.2869,0.095342,-2.8603,jogging
9.2346,-7.5048,-5.2302,jogging
3.8273,-17.134,-17.652,jogging
3.8273,-17.134,-17.652,jogging
-11.686,-17.979,0.054481,jogging
-0.35413,-2.1656,10.079,jogging
-1.3076,-4.0589,8.7306,jogging
-0.99429,-12.612,14.478,jogging
0.054481,-19.477,12.898,jogging
-3.4868,-19.586,12.122,jogging
-9.7658,-19.6,-12.967,jogging
-2.9284,-19.6,-16.739,jogging
4.413,-19.6,-15.963,jogging
18.633,-6.3743,-12.585,jogging
6.1564,1.9205,-7.0417,jogging
-4.4947,4.5901,-0.50395,jogging
-4.5764,1.2531,-2.6423,jogging
-1.5936,-0.6674,-2.6968,jogging
-0.96704,-0.35413,-3.051,jogging
0.62654,1.6617,-2.0567,jogging
-0.76274,0.7355,-5.1894,jogging
-1.2395,-0.96704,-2.9556,jogging
1.1441,-2.6151,-2.6015,jogging
2.4789,-6.674,-5.0531,jogging
2.6696,-17.638,-4.6173,jogging
8.3493,-19.572,-6.6059,jogging
10.202,-19.6,-8.1313,jogging
7.246,-19.6,-6.6059,jogging
-10.12,-19.6,0.85808,jogging
-12.095,-19.6,4.4402,jogging
-9.2482,-9.9565,5.4481,jogging
0.095342,4.6037,8.2948,jogging
1.9205,7.7364,8.6081,jogging
-1.8115,7.7636,9.8884,jogging
-4.2495,6.7421,9.6296,jogging
-3.7865,6.0747,9.9565,jogging
1.076,2.8739,4.3177,jogging
4.3313,2.6287,-1.2939,jogging
8.4174,-6.851,-4.699,jogging
9.9292,-17.284,-12.83,jogging
6.3743,-19.028,-15.963,jogging
-11.06,3.3778,6.5378,jogging
-4.6037,-5.3528,15.718,jogging
1.6072,-18.442,0.65378,jogging
-2.1656,-10.052,15.296,jogging
-1.9613,-9.8475,12.585,jogging
-1.9068,-13.307,10.46,jogging
-12.721,-19.477,1.2803,jogging
-10.079,-19.586,-7.0962,jogging
-0.40861,-19.6,-10.392,jogging
13.198,-19.6,-11.945,jogging
18.061,-11.21,-12.149,jogging
8.7715,-2.3972,-10.542,jogging
-5.5026,3.1599,-0.92618,jogging
-5.2575,2.1793,-2.7377,jogging
-3.5413,0.78998,-2.656,jogging
-0.095342,1.2122,-3.4732,jogging
1.2667,1.3484,-1.185,jogging
2.261,1.4438,-5.7069,jogging
-0.068102,-2.152,-2.438,jogging
0.65378,-2.3018,-0.54481,jogging
2.5879,-4.0316,-4.7944,jogging
1.58,-19.028,-7.8998,jogging
9.7249,-19.572,-7.3414,jogging
11.359,-19.6,-7.2324,jogging
-6.9736,-19.6,-2.1929,jogging
-8.431,-19.6,-1.4165,jogging
-9.2755,-13.171,3.3506,jogging
-3.9908,-2.8603,5.489,jogging
1.362,5.6116,5.8976,jogging
